customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
192,35,Other,Tracksuit,Clothing,1840,Guindy,XL,Brown,Spring,3.3,Yes,Express,No,20,Wallet,Occasionally,Adult,90
193,33,Female,Kurti,Clothing,8062,Guindy,XXL,Olive,Winter,2.5,No,Free Shipping,Yes,26,Debit Card,Fortnightly,Adult,14
194,66,Male,Pajamas,Clothing,3552,Anna Nagar,XL,Pink,Monsoon,1.8,Yes,Free Shipping,Yes,12,UPI,Occasionally,Senior,90
195,63,Other,T-shirt,Clothing,9115,Mylapore,XXL,White,Festive,4.7,No,Standard,No,9,Debit Card,Monthly,Senior,30
196,69,Female,Blazer,Clothing,5495,Thiruvanmiyur,XXL,Pink,Monsoon,4.8,Yes,Standard,No,29,Credit Card,Occasionally,Senior,90
197,58,Other,Formal Pants,Clothing,7031,Washermenpet,XS,Orange,Summer,4.3,No,Standard,Yes,22,Wallet,Monthly,Senior,30
198,30,Other,Hoodie,Clothing,1390,Nungambakkam,XL,Blue,Festive,2.7,Yes,Free Shipping,Yes,14,Credit Card,Fortnightly,Adult,14
199,34,Male,Top,Clothing,1718,Pallavaram,S,Maroon,Monsoon,1.6,No,Free Shipping,No,16,Wallet,Weekly,Adult,7
200,41,Female,T-shirt,Clothing,5073,Egmore,XXL,Navy,Spring,2.8,No,Free Shipping,No,16,UPI,Weekly,Adult,7
201,36,Female,Shorts,Clothing,4433,Ambattur,S,White,Festive,2.4,Yes,Express,No,39,Wallet,Monthly,Adult,30
202,67,Female,Sweater,Clothing,6439,Perambur,XS,Purple,Monsoon,3.6,No,Free Shipping,Yes,34,Credit Card,Monthly,Senior,30
203,64,Other,Hoodie,Clothing,9537,T Nagar,S,Orange,Monsoon,3.2,Yes,Express,Yes,31,Debit Card,Fortnightly,Senior,14
204,42,Other,Tracksuit,Clothing,9439,T Nagar,XL,Blue,Monsoon,4.9,No,Standard,Yes,18,Credit Card,Fortnightly,Adult,14
205,48,Female,Formal Pants,Clothing,1313,Chromepet,XS,Gray,Monsoon,4.8,No,Express,No,33,Debit Card,Monthly,Middle-Aged,30
206,52,Female,Top,Clothing,6519,Nungambakkam,S,Yellow,Festive,2.8,No,Free Shipping,No,31,Credit Card,Occasionally,Middle-Aged,90
207,22,Other,Top,Clothing,9516,Madipakkam,XXL,Black,Winter,1.6,No,Standard,No,19,Debit Card,Occasionally,Young Adult,90
208,46,Other,Sweater,Clothing,2742,Guindy,XL,Navy,Winter,4.3,Yes,Standard,Yes,32,UPI,Monthly,Middle-Aged,30
209,24,Other,Jacket,Clothing,5126,Royapettah,XXL,Orange,Summer,3.6,Yes,Express,No,16,UPI,Occasionally,Young Adult,90
210,62,Male,Formal Pants,Clothing,4826,T Nagar,XL,Orange,Festive,2.5,No,Free Shipping,Yes,24,Credit Card,Weekly,Senior,7
211,54,Female,Saree,Clothing,4147,Madipakkam,XS,Red,Winter,2.7,No,Standard,Yes,30,Wallet,Fortnightly,Middle-Aged,14
212,37,Other,Top,Clothing,8595,Washermenpet,M,Teal,Monsoon,2.8,No,Express,Yes,1,Net Banking,Weekly,Adult,7
213,41,Male,Tracksuit,Clothing,5723,T Nagar,XL,White,Festive,2.0,No,Free Shipping,Yes,39,Debit Card,Fortnightly,Adult,14
214,59,Female,Top,Clothing,7248,Anna Nagar,XXL,Olive,Festive,1.8,No,Free Shipping,Yes,35,Wallet,Fortnightly,Senior,14
215,42,Female,T-shirt,Clothing,4180,Mylapore,M,Red,Summer,2.5,Yes,Standard,No,32,Wallet,Monthly,Adult,30
216,60,Other,Jeans,Clothing,7457,Guindy,XL,Green,Winter,3.1,Yes,Free Shipping,No,36,Cash,Weekly,Senior,7
217,27,Female,Cap,Clothing,7389,Kodungaiyur,XXL,Brown,Monsoon,2.0,Yes,Free Shipping,No,34,Wallet,Fortnightly,Young Adult,14
218,59,Female,Shirt,Clothing,5617,Velachery,XXL,Purple,Winter,4.7,No,Standard,No,35,Net Banking,Weekly,Senior,7
219,69,Female,Saree,Clothing,5140,Guindy,L,Gray,Summer,2.4,Yes,Free Shipping,No,34,Credit Card,Weekly,Senior,7
220,67,Male,Formal Pants,Clothing,3717,Porur,S,Blue,Winter,4.4,Yes,Express,Yes,27,Debit Card,Fortnightly,Senior,14
221,56,Female,Cap,Clothing,1744,Saidapet,XXL,Gray,Spring,2.1,No,Standard,No,15,Wallet,Occasionally,Middle-Aged,90
222,58,Female,Leggings,Clothing,3027,Ambattur,M,Yellow,Monsoon,2.9,Yes,Standard,No,17,Cash,Occasionally,Senior,90
223,20,Female,Scarf,Clothing,8831,Nungambakkam,XS,Maroon,Spring,1.2,Yes,Express,No,17,UPI,Monthly,Young Adult,30
224,47,Other,Chinos,Clothing,7874,Washermenpet,M,Brown,Winter,2.2,Yes,Express,Yes,20,Net Banking,Weekly,Middle-Aged,7
225,36,Other,Sweater,Clothing,8594,Nungambakkam,XS,Black,Winter,2.4,Yes,Standard,No,19,Debit Card,Weekly,Adult,7
226,42,Male,Blazer,Clothing,754,Egmore,XS,Purple,Monsoon,3.7,Yes,Free Shipping,Yes,0,Net Banking,Weekly,Adult,7
227,38,Other,Top,Clothing,8839,Chromepet,L,Purple,Summer,1.1,Yes,Free Shipping,Yes,26,UPI,Monthly,Adult,30
228,40,Male,Formal Pants,Clothing,830,Adyar,XS,Orange,Festive,1.7,Yes,Standard,Yes,26,Cash,Weekly,Adult,7
229,42,Female,Top,Clothing,6422,Madipakkam,L,Brown,Spring,3.2,Yes,Free Shipping,Yes,3,Debit Card,Weekly,Adult,7
230,67,Other,Sweater,Clothing,4647,Kodungaiyur,S,Teal,Monsoon,4.3,No,Express,Yes,2,Wallet,Fortnightly,Senior,14
231,31,Female,Pajamas,Clothing,7016,Anna Nagar,M,White,Summer,3.9,No,Standard,Yes,25,Debit Card,Fortnightly,Adult,14
232,34,Female,Saree,Clothing,599,T Nagar,M,Blue,Festive,2.8,Yes,Express,No,26,UPI,Fortnightly,Adult,14
233,65,Female,T-shirt,Clothing,7149,Royapettah,XS,Red,Festive,2.2,Yes,Standard,No,17,Wallet,Monthly,Senior,30
234,66,Male,Tracksuit,Clothing,3411,Velachery,XL,Navy,Winter,3.1,No,Express,Yes,39,Debit Card,Occasionally,Senior,90
235,43,Male,Shorts,Clothing,7567,Nungambakkam,XL,Purple,Spring,2.3,Yes,Free Shipping,Yes,10,UPI,Weekly,Middle-Aged,7
236,30,Other,Scarf,Clothing,1933,Nungambakkam,XXL,Blue,Spring,1.6,No,Standard,No,12,UPI,Fortnightly,Adult,14
237,37,Female,Saree,Clothing,5851,Guindy,L,Black,Spring,3.1,Yes,Free Shipping,Yes,14,Credit Card,Occasionally,Adult,90
238,37,Male,Top,Clothing,1028,Saidapet,XXL,Olive,Winter,3.3,Yes,Standard,No,33,Net Banking,Weekly,Adult,7
239,30,Other,Pajamas,Clothing,2894,Perambur,L,Maroon,Monsoon,4.4,Yes,Express,No,12,UPI,Monthly,Adult,30
240,58,Male,Hoodie,Clothing,6928,Porur,M,Olive,Monsoon,1.1,No,Free Shipping,No,7,UPI,Monthly,Senior,30
241,66,Female,T-shirt,Clothing,3427,Velachery,XS,Pink,Monsoon,2.1,Yes,Free Shipping,No,11,Credit Card,Monthly,Senior,30
242,24,Female,Dress,Clothing,310,Saidapet,M,White,Festive,1.7,Yes,Standard,Yes,10,Debit Card,Occasionally,Young Adult,90
243,20,Other,Jeans,Clothing,1240,Royapettah,XS,Beige,Festive,2.0,No,Standard,Yes,32,Net Banking,Fortnightly,Young Adult,14
244,54,Female,Tracksuit,Clothing,9735,Nungambakkam,XXL,Navy,Festive,3.6,Yes,Free Shipping,No,8,Debit Card,Weekly,Middle-Aged,7
245,36,Other,Shorts,Clothing,9372,Nungambakkam,XXL,Purple,Festive,2.2,No,Free Shipping,No,28,Credit Card,Occasionally,Adult,90
246,56,Male,Kurti,Clothing,7018,Washermenpet,XL,White,Spring,3.2,Yes,Free Shipping,Yes,33,UPI,Weekly,Middle-Aged,7
247,43,Other,Chinos,Clothing,5111,Royapettah,S,White,Winter,1.0,Yes,Standard,No,1,UPI,Occasionally,Middle-Aged,90
248,49,Other,Dress,Clothing,8346,Nungambakkam,XS,Yellow,Summer,2.6,No,Express,No,13,Cash,Fortnightly,Middle-Aged,14
249,31,Female,Shorts,Clothing,1582,Egmore,L,White,Spring,4.4,Yes,Express,No,14,Net Banking,Weekly,Adult,7
250,64,Other,Chinos,Clothing,4792,Porur,L,Beige,Spring,1.0,No,Free Shipping,Yes,24,Credit Card,Weekly,Senior,7
251,48,Other,Formal Pants,Clothing,900,Pallavaram,M,Blue,Spring,2.0,No,Standard,Yes,7,Wallet,Monthly,Middle-Aged,30
252,66,Other,T-shirt,Clothing,2564,Royapettah,L,Brown,Monsoon,3.9,Yes,Standard,No,29,Cash,Weekly,Senior,7
253,35,Other,Pajamas,Clothing,2433,Egmore,XS,Olive,Festive,1.1,No,Standard,Yes,6,Net Banking,Occasionally,Adult,90
254,46,Female,Kurti,Clothing,6786,Pallavaram,XL,Navy,Spring,2.6,No,Standard,No,29,UPI,Weekly,Middle-Aged,7
255,65,Other,Saree,Clothing,558,Tambaram,XS,Navy,Monsoon,1.4,No,Express,No,38,Net Banking,Occasionally,Senior,90
256,44,Other,Jeans,Clothing,4857,Ambattur,XS,White,Winter,2.9,Yes,Express,Yes,31,Debit Card,Weekly,Middle-Aged,7
257,52,Male,Skirt,Clothing,7228,Kodungaiyur,S,Brown,Spring,1.5,No,Free Shipping,No,34,Wallet,Fortnightly,Middle-Aged,14
258,26,Male,Tracksuit,Clothing,1199,Pallavaram,XL,Gray,Winter,3.6,Yes,Free Shipping,Yes,8,Wallet,Fortnightly,Young Adult,14
259,55,Female,Shirt,Clothing,730,Adyar,XXL,Blue,Monsoon,2.0,Yes,Express,Yes,8,Debit Card,Weekly,Middle-Aged,7
260,59,Other,Jacket,Clothing,8298,Guindy,S,Blue,Winter,2.7,Yes,Standard,Yes,30,Debit Card,Weekly,Senior,7
261,49,Female,Scarf,Clothing,560,Porur,S,Maroon,Spring,3.7,No,Standard,No,17,Credit Card,Fortnightly,Middle-Aged,14
262,47,Other,T-shirt,Clothing,8122,Guindy,L,Red,Festive,4.1,Yes,Express,Yes,33,Credit Card,Occasionally,Middle-Aged,90
263,63,Male,Kurti,Clothing,4807,Egmore,XL,Gray,Summer,3.2,No,Standard,No,23,UPI,Monthly,Senior,30
264,35,Female,T-shirt,Clothing,9622,Mylapore,S,Green,Spring,2.4,Yes,Express,Yes,38,UPI,Fortnightly,Adult,14
265,41,Male,Blazer,Clothing,9666,Washermenpet,XXL,Orange,Festive,4.6,Yes,Standard,Yes,8,Credit Card,Fortnightly,Adult,14
266,50,Other,Scarf,Clothing,8605,Anna Nagar,S,Black,Festive,2.4,Yes,Express,Yes,0,Cash,Weekly,Middle-Aged,7
267,58,Female,Pajamas,Clothing,6783,Kodungaiyur,S,Beige,Spring,4.9,Yes,Standard,Yes,13,UPI,Monthly,Senior,30
268,25,Male,Top,Clothing,4046,Pallavaram,L,Black,Winter,2.1,Yes,Express,No,3,UPI,Fortnightly,Young Adult,14
269,60,Other,Jacket,Clothing,7513,Perambur,XXL,Beige,Winter,2.0,Yes,Free Shipping,No,15,Net Banking,Weekly,Senior,7
270,56,Other,Tracksuit,Clothing,1013,Mylapore,S,Black,Festive,4.2,No,Free Shipping,No,19,Wallet,Weekly,Middle-Aged,7
271,41,Female,Formal Pants,Clothing,3081,Anna Nagar,M,Olive,Winter,2.8,No,Express,Yes,34,Credit Card,Occasionally,Adult,90
272,50,Male,Tracksuit,Clothing,9415,Tambaram,S,Olive,Summer,3.4,No,Free Shipping,Yes,28,Cash,Weekly,Middle-Aged,7
273,42,Male,Cap,Clothing,5004,Nungambakkam,XXL,Navy,Monsoon,3.2,Yes,Express,Yes,27,Net Banking,Fortnightly,Adult,14
274,34,Male,Dress,Clothing,2103,Mylapore,M,Teal,Spring,3.2,No,Free Shipping,No,5,Net Banking,Occasionally,Adult,90
275,54,Female,Shorts,Clothing,2984,Ambattur,S,Olive,Winter,3.1,No,Standard,Yes,4,Debit Card,Fortnightly,Middle-Aged,14
276,37,Other,Shorts,Clothing,1092,Perambur,M,Brown,Monsoon,4.9,No,Standard,No,16,Cash,Occasionally,Adult,90
277,19,Female,Hoodie,Clothing,2605,Egmore,XS,Gray,Spring,4.8,Yes,Free Shipping,Yes,14,Credit Card,Fortnightly,Young Adult,14
278,16,Male,Formal Pants,Clothing,2992,Anna Nagar,S,White,Summer,2.5,Yes,Free Shipping,Yes,33,UPI,Weekly,Young Adult,7
279,64,Male,Scarf,Clothing,1234,Royapettah,M,Olive,Festive,2.8,Yes,Free Shipping,No,38,UPI,Monthly,Senior,30
280,39,Other,Formal Pants,Clothing,7438,Egmore,XXL,Black,Spring,1.6,No,Free Shipping,No,7,Credit Card,Monthly,Adult,30
281,67,Female,Cap,Clothing,3055,Thiruvanmiyur,XS,Navy,Winter,4.5,Yes,Standard,Yes,6,Net Banking,Monthly,Senior,30
282,63,Male,Formal Pants,Clothing,4011,Anna Nagar,M,Pink,Festive,4.7,No,Standard,No,17,UPI,Weekly,Senior,7
283,48,Female,T-shirt,Clothing,858,Nungambakkam,S,Purple,Festive,4.1,Yes,Express,No,33,Credit Card,Monthly,Middle-Aged,30
284,54,Male,Scarf,Clothing,6165,Madipakkam,M,Maroon,Monsoon,2.8,No,Free Shipping,No,24,UPI,Weekly,Middle-Aged,7
285,28,Male,Saree,Clothing,6405,Madipakkam,S,Purple,Spring,2.3,No,Standard,Yes,22,Credit Card,Monthly,Young Adult,30
286,69,Male,Jacket,Clothing,7968,Nungambakkam,XL,Navy,Monsoon,1.6,Yes,Free Shipping,Yes,37,Debit Card,Occasionally,Senior,90
287,20,Other,Formal Pants,Clothing,2229,Chromepet,XXL,Maroon,Monsoon,3.1,No,Express,Yes,23,Debit Card,Occasionally,Young Adult,90
288,50,Female,Blazer,Clothing,2926,Royapettah,M,Purple,Winter,3.6,Yes,Free Shipping,No,13,Wallet,Monthly,Middle-Aged,30
289,68,Female,Jeans,Clothing,6892,Thiruvanmiyur,M,Red,Festive,3.3,Yes,Express,Yes,20,Net Banking,Weekly,Senior,7
290,63,Male,Saree,Clothing,1096,Velachery,S,Teal,Monsoon,3.0,No,Free Shipping,No,34,Wallet,Fortnightly,Senior,14
291,47,Male,Chinos,Clothing,737,Chromepet,S,Brown,Spring,3.2,Yes,Standard,Yes,16,Net Banking,Weekly,Middle-Aged,7
292,47,Other,Blazer,Clothing,9024,Ambattur,XS,Blue,Festive,4.6,No,Standard,No,8,Credit Card,Monthly,Middle-Aged,30
293,57,Female,Tracksuit,Clothing,7774,Guindy,XS,Navy,Spring,1.5,Yes,Express,Yes,31,Wallet,Weekly,Senior,7
294,46,Male,T-shirt,Clothing,4089,Tambaram,M,Gray,Spring,1.2,No,Free Shipping,No,1,Cash,Monthly,Middle-Aged,30
295,43,Female,Tracksuit,Clothing,4671,Nungambakkam,XL,Beige,Summer,2.2,No,Free Shipping,No,30,Cash,Monthly,Middle-Aged,30
296,26,Female,Formal Pants,Clothing,4513,T Nagar,L,Olive,Winter,3.4,Yes,Free Shipping,Yes,39,Wallet,Monthly,Young Adult,30
297,46,Female,Scarf,Clothing,7542,Pallavaram,S,Blue,Spring,2.8,Yes,Free Shipping,Yes,7,Credit Card,Weekly,Middle-Aged,7
298,39,Other,Blazer,Clothing,5607,Perambur,S,Teal,Spring,2.4,No,Express,Yes,10,Credit Card,Monthly,Adult,30
299,39,Other,Formal Pants,Clothing,4094,Saidapet,S,Pink,Summer,4.2,Yes,Express,No,15,Debit Card,Weekly,Adult,7
300,55,Other,Kurti,Clothing,2177,Tambaram,M,Olive,Monsoon,1.9,Yes,Standard,Yes,15,Wallet,Fortnightly,Middle-Aged,14
301,23,Other,Chinos,Clothing,5887,Egmore,M,Red,Summer,3.5,No,Express,Yes,3,Net Banking,Monthly,Young Adult,30
302,50,Other,Pajamas,Clothing,1940,Tambaram,S,Blue,Festive,1.6,No,Express,No,11,Debit Card,Fortnightly,Middle-Aged,14
303,61,Male,Pajamas,Clothing,2079,Mylapore,XS,Olive,Monsoon,3.4,No,Standard,No,35,Wallet,Weekly,Senior,7
304,34,Male,Kurti,Clothing,4479,Perambur,XXL,Black,Monsoon,1.7,Yes,Express,Yes,20,Debit Card,Fortnightly,Adult,14
305,54,Other,Chinos,Clothing,7678,Porur,S,Pink,Spring,3.9,No,Express,No,20,UPI,Fortnightly,Middle-Aged,14
306,22,Female,Formal Pants,Clothing,8959,Royapettah,M,White,Summer,1.8,Yes,Free Shipping,No,29,Wallet,Weekly,Young Adult,7
307,58,Male,Saree,Clothing,8032,Madipakkam,XS,Beige,Festive,2.9,No,Standard,No,20,Net Banking,Fortnightly,Senior,14
308,18,Female,Top,Clothing,6529,Washermenpet,XS,Olive,Summer,3.7,Yes,Express,Yes,0,Wallet,Occasionally,Young Adult,90
309,58,Male,Formal Pants,Clothing,9935,Nungambakkam,S,Green,Festive,3.9,Yes,Free Shipping,Yes,20,Debit Card,Occasionally,Senior,90
310,33,Male,Sweater,Clothing,8696,Porur,S,Brown,Summer,4.3,No,Express,Yes,2,Credit Card,Weekly,Adult,7
311,64,Female,Skirt,Clothing,8551,Velachery,XXL,Yellow,Festive,3.4,No,Express,Yes,5,Wallet,Occasionally,Senior,90
312,56,Female,Jeans,Clothing,4315,Guindy,XL,Beige,Winter,2.2,No,Express,Yes,30,Cash,Weekly,Middle-Aged,7
313,37,Male,T-shirt,Clothing,453,Royapettah,L,Purple,Summer,2.0,No,Express,Yes,5,Debit Card,Fortnightly,Adult,14
314,37,Female,Chinos,Clothing,3567,Washermenpet,M,Green,Winter,1.8,Yes,Standard,Yes,28,Cash,Monthly,Adult,30
315,38,Male,Skirt,Clothing,7897,Anna Nagar,L,Teal,Winter,5.0,No,Free Shipping,No,10,UPI,Fortnightly,Adult,14
316,65,Female,Pajamas,Clothing,2280,Velachery,M,Blue,Festive,1.7,No,Free Shipping,No,9,Debit Card,Occasionally,Senior,90
317,19,Female,Chinos,Clothing,9435,Egmore,XL,Beige,Winter,1.8,Yes,Free Shipping,No,25,UPI,Weekly,Young Adult,7
318,21,Other,Cap,Clothing,7142,Egmore,XL,Navy,Monsoon,3.5,No,Free Shipping,Yes,37,Debit Card,Monthly,Young Adult,30
319,61,Female,Blazer,Clothing,2163,T Nagar,XXL,Beige,Summer,4.0,Yes,Express,Yes,30,Credit Card,Occasionally,Senior,90
320,17,Other,Dress,Clothing,5220,Adyar,L,White,Summer,5.0,No,Express,No,25,Wallet,Monthly,Young Adult,30
321,39,Female,Kurti,Clothing,6282,Porur,XS,Teal,Monsoon,3.0,No,Express,Yes,39,Wallet,Monthly,Adult,30
322,20,Other,Tracksuit,Clothing,3154,Thiruvanmiyur,M,Pink,Spring,4.0,No,Express,Yes,4,Net Banking,Occasionally,Young Adult,90
323,66,Male,Jeans,Clothing,2552,Kodungaiyur,XL,Green,Festive,1.8,No,Free Shipping,Yes,33,Debit Card,Occasionally,Senior,90
324,64,Male,Jeans,Clothing,1081,Nungambakkam,S,Purple,Winter,2.9,Yes,Standard,No,15,Net Banking,Monthly,Senior,30
325,28,Male,Shorts,Clothing,9061,Chromepet,M,Red,Monsoon,2.0,No,Standard,Yes,12,Net Banking,Occasionally,Young Adult,90
326,49,Other,Jacket,Clothing,9100,Porur,M,Purple,Spring,3.7,Yes,Express,No,8,Credit Card,Weekly,Middle-Aged,7
327,64,Female,Cap,Clothing,2004,Anna Nagar,S,Purple,Summer,2.7,No,Express,No,28,Debit Card,Weekly,Senior,7
328,35,Male,Leggings,Clothing,1452,Velachery,M,Maroon,Summer,1.0,No,Express,No,18,Net Banking,Fortnightly,Adult,14
329,20,Other,Chinos,Clothing,1146,Madipakkam,M,Brown,Monsoon,3.6,No,Free Shipping,No,10,Net Banking,Fortnightly,Young Adult,14
330,51,Female,Blazer,Clothing,6707,Anna Nagar,XS,Blue,Festive,2.6,Yes,Free Shipping,Yes,11,Wallet,Occasionally,Middle-Aged,90
331,39,Male,Cap,Clothing,4520,Mylapore,XL,Pink,Monsoon,1.9,No,Standard,Yes,23,Debit Card,Fortnightly,Adult,14
332,22,Other,T-shirt,Clothing,8168,T Nagar,M,Beige,Monsoon,4.2,No,Express,Yes,17,UPI,Monthly,Young Adult,30
333,43,Other,Shirt,Clothing,1393,T Nagar,S,Black,Monsoon,3.0,Yes,Standard,Yes,27,Wallet,Occasionally,Middle-Aged,90
334,68,Other,Sweater,Clothing,9747,Ambattur,XXL,Black,Festive,3.5,Yes,Express,Yes,30,UPI,Monthly,Senior,30
335,58,Female,Formal Pants,Clothing,9815,Kodungaiyur,XXL,Teal,Winter,2.7,No,Free Shipping,No,18,UPI,Weekly,Senior,7
336,68,Male,T-shirt,Clothing,8224,Nungambakkam,L,Orange,Winter,4.0,No,Free Shipping,Yes,27,Cash,Fortnightly,Senior,14
337,26,Female,Shirt,Clothing,9228,Porur,S,Teal,Winter,3.2,Yes,Express,No,25,Cash,Occasionally,Young Adult,90
338,54,Male,T-shirt,Clothing,7424,Anna Nagar,M,Red,Summer,2.4,Yes,Express,Yes,39,Credit Card,Monthly,Middle-Aged,30
339,44,Male,Pajamas,Clothing,9114,T Nagar,XS,Purple,Summer,2.0,Yes,Express,No,33,Credit Card,Occasionally,Middle-Aged,90
340,48,Female,Formal Pants,Clothing,5330,Mylapore,XL,Green,Monsoon,1.6,Yes,Free Shipping,Yes,37,Cash,Fortnightly,Middle-Aged,14
341,41,Female,Saree,Clothing,3620,Saidapet,M,Olive,Winter,4.4,Yes,Free Shipping,No,5,Debit Card,Fortnightly,Adult,14
342,30,Other,Skirt,Clothing,8569,Royapettah,XS,Gray,Summer,2.2,No,Standard,No,37,Debit Card,Monthly,Adult,30
343,51,Other,Scarf,Clothing,8438,Velachery,XXL,Navy,Festive,3.9,No,Standard,Yes,22,Debit Card,Occasionally,Middle-Aged,90
344,43,Male,Cap,Clothing,9735,Madipakkam,L,Red,Monsoon,1.3,Yes,Express,Yes,34,Debit Card,Weekly,Middle-Aged,7
345,22,Other,Kurti,Clothing,2197,Saidapet,L,Beige,Monsoon,3.8,No,Standard,No,6,Debit Card,Monthly,Young Adult,30
346,21,Male,Pajamas,Clothing,8723,Egmore,M,White,Summer,1.7,No,Free Shipping,No,39,Wallet,Monthly,Young Adult,30
347,34,Female,Chinos,Clothing,8901,Washermenpet,S,White,Summer,2.4,Yes,Standard,No,6,Credit Card,Weekly,Adult,7
348,21,Female,Blazer,Clothing,8059,Adyar,XS,Teal,Spring,4.3,Yes,Standard,Yes,35,Credit Card,Fortnightly,Young Adult,14
349,38,Other,Cap,Clothing,3921,Egmore,XS,Yellow,Festive,3.8,No,Free Shipping,Yes,31,UPI,Weekly,Adult,7
350,53,Other,Tracksuit,Clothing,5059,Washermenpet,XL,Navy,Festive,3.7,Yes,Standard,No,29,Wallet,Fortnightly,Middle-Aged,14
351,26,Male,Scarf,Clothing,8112,Royapettah,S,Teal,Spring,1.9,Yes,Express,No,23,Wallet,Occasionally,Young Adult,90
352,67,Other,T-shirt,Clothing,9705,Guindy,S,Navy,Spring,1.2,Yes,Express,Yes,37,Wallet,Weekly,Senior,7
353,42,Other,Tracksuit,Clothing,4987,Ambattur,XL,Orange,Summer,4.7,No,Express,No,27,Net Banking,Weekly,Adult,7
354,35,Other,Cap,Clothing,9698,Anna Nagar,XL,Yellow,Festive,2.8,Yes,Free Shipping,Yes,15,Cash,Monthly,Adult,30
355,49,Male,Blazer,Clothing,3529,Madipakkam,L,Navy,Spring,3.1,No,Free Shipping,No,19,Cash,Occasionally,Middle-Aged,90
356,54,Male,Sweater,Clothing,6641,Anna Nagar,S,Yellow,Winter,1.2,No,Express,No,14,Credit Card,Fortnightly,Middle-Aged,14
357,34,Other,Sweater,Clothing,8307,Egmore,M,Brown,Festive,2.3,No,Standard,Yes,26,Debit Card,Occasionally,Adult,90
358,67,Male,Jacket,Clothing,6110,Guindy,M,Beige,Winter,4.9,No,Standard,Yes,22,UPI,Monthly,Senior,30
359,37,Other,Kurti,Clothing,3644,Anna Nagar,M,Beige,Monsoon,2.3,Yes,Free Shipping,No,1,UPI,Weekly,Adult,7
360,63,Other,Jeans,Clothing,3256,Tambaram,S,Blue,Spring,1.8,No,Free Shipping,Yes,22,Wallet,Weekly,Senior,7
361,29,Male,Skirt,Clothing,7488,Washermenpet,XS,Purple,Monsoon,4.2,No,Standard,Yes,33,Cash,Monthly,Young Adult,30
362,21,Female,Top,Clothing,6994,Nungambakkam,XXL,Brown,Spring,2.6,No,Free Shipping,No,9,Debit Card,Weekly,Young Adult,7
363,62,Male,Saree,Clothing,6582,Velachery,L,Yellow,Monsoon,3.3,Yes,Standard,No,8,Credit Card,Weekly,Senior,7
364,30,Male,Tracksuit,Clothing,7352,Adyar,S,Black,Festive,3.3,Yes,Free Shipping,Yes,28,Credit Card,Occasionally,Adult,90
365,25,Other,Shirt,Clothing,1237,Tambaram,XXL,Teal,Monsoon,3.8,No,Express,Yes,19,Debit Card,Weekly,Young Adult,7
366,44,Other,Hoodie,Clothing,630,Kodungaiyur,XL,Gray,Summer,3.5,Yes,Express,No,28,Credit Card,Occasionally,Middle-Aged,90
367,28,Other,Formal Pants,Clothing,7681,Anna Nagar,XS,Teal,Monsoon,1.4,Yes,Express,Yes,13,Net Banking,Fortnightly,Young Adult,14
368,23,Female,Dress,Clothing,8262,T Nagar,XXL,Beige,Spring,2.5,Yes,Standard,Yes,37,UPI,Fortnightly,Young Adult,14
369,55,Male,Kurti,Clothing,4942,Velachery,M,Purple,Summer,4.2,No,Express,No,6,Credit Card,Weekly,Middle-Aged,7
370,32,Female,Scarf,Clothing,4443,T Nagar,XXL,Olive,Summer,3.4,Yes,Standard,Yes,30,Wallet,Occasionally,Adult,90
371,61,Other,Jeans,Clothing,2066,Velachery,M,Teal,Winter,1.7,No,Standard,Yes,3,Wallet,Fortnightly,Senior,14
372,64,Other,Shirt,Clothing,9343,T Nagar,XXL,Maroon,Festive,2.4,Yes,Express,No,3,Cash,Monthly,Senior,30
373,54,Male,Sweater,Clothing,6291,Velachery,S,Black,Festive,1.8,No,Express,No,27,Wallet,Weekly,Middle-Aged,7
374,55,Other,Kurti,Clothing,1827,Thiruvanmiyur,M,Navy,Monsoon,2.1,Yes,Free Shipping,No,31,Wallet,Weekly,Middle-Aged,7
375,53,Other,Skirt,Clothing,3464,Saidapet,XS,Green,Monsoon,4.1,No,Standard,No,2,Cash,Monthly,Middle-Aged,30
376,16,Male,Shorts,Clothing,6562,Nungambakkam,XL,Navy,Spring,1.8,No,Free Shipping,No,39,UPI,Weekly,Young Adult,7
377,40,Male,Jacket,Clothing,644,Pallavaram,S,Black,Spring,4.3,No,Express,No,7,Cash,Weekly,Adult,7
378,64,Male,Top,Clothing,5145,Tambaram,S,Orange,Spring,3.1,No,Express,Yes,18,Credit Card,Occasionally,Senior,90
379,66,Other,Formal Pants,Clothing,1479,Chromepet,M,Red,Spring,2.3,No,Express,No,7,Credit Card,Monthly,Senior,30
380,61,Female,Dress,Clothing,9431,Porur,XS,Orange,Spring,1.7,No,Express,Yes,25,UPI,Monthly,Senior,30
381,37,Male,Blazer,Clothing,2766,Egmore,S,Pink,Monsoon,4.6,No,Express,Yes,18,Net Banking,Fortnightly,Adult,14
382,42,Female,Shorts,Clothing,3112,Chromepet,L,Blue,Festive,4.8,Yes,Standard,Yes,38,Net Banking,Fortnightly,Adult,14
